"111年度臺灣鯨豚族群調查計畫","2022","08","16","目視調查","121.65611","23.47630","臺東縣","種","侏儒抹香鯨","侏儒抹香鯨","Kogia sima","","3-4","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Kogiidae","小抹香鯨科","Kogia","小抹香鯨屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","16","目視調查","121.59950","23.42896","臺東縣","種","弗氏海豚","弗氏海豚","Lagenodelphis hosei","","350-400","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Lagenodelphis","沙撈越海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","16","目視調查","121.58096","23.43393","臺東縣","種","瑞氏海豚","瑞氏海豚","Grampus griseus","","9-10","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Grampus","灰海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","16","目視調查","121.54428","23.40957","臺東縣","種","瑞氏海豚","瑞氏海豚","Grampus griseus","","30-50","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Grampus","灰海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","16","目視調查","121.56235","23.20933","臺東縣","種","瑞氏海豚","瑞氏海豚","Grampus griseus","","10-15","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Grampus","灰海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","16","目視調查","121.46207","23.15153","臺東縣","種","熱帶斑海豚","熱帶斑海豚","Stenella attenuata","","60-80","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Stenella","原海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","16","目視調查","121.46207","23.15153","臺東縣","種","長吻飛旋海豚","長吻飛旋海豚","Stenella longirostris","","100-150","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Stenella","原海豚屬"
"111年度臺灣鯨豚族群調查計畫","2022","08","17","目視調查","121.55061","23.19211","臺東縣","目","未知鯨豚","未知鯨豚","Unknown","","無法判斷","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","","","",""
"111年度臺灣鯨豚族群調查計畫","2022","08","17","目視調查","121.54024","23.20168","臺東縣","目","未知鯨豚","未知鯨豚","Unknown","","1","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","","","",""
"111年度臺灣鯨豚族群調查計畫","2022","08","17","目視調查","121.50030","23.23122","臺東縣","種","熱帶斑海豚","熱帶斑海豚","Stenella attenuata","","150-200","隻","Animalia","動物界","Chordata","脊索動物門","Mammalia","哺乳綱","Artiodactyla","偶蹄目","Delphinidae","海豚科","Stenella","原海豚屬"
